S0,L,ms,mv,SN112EK42.5,SN112EK47.5,SN112EK52.5,SN112EK57.5,SN112EK62.5,SN112EK67.5,SN112EK72.5,SN112EK77.5,SN112EK82.5,SN112EK87.5,SN124EK42.5,SN124EK47.5,SN124EK52.5,SN124EK57.5,SN124EK62.5,SN124EK67.5,SN124EK72.5,SN124EK77.5,SN124EK82.5,SN124EK87.5,DREK12.5,DREK17.5,DREK22.5,DREK27.5,DREK32.5,DREK37.5,DREK42.5,DREK47.5,DREK52.5,DREK60.0,DREK70.0,DREK80.0,DREK87.5,SN112EK42.5_Error,SN112EK47.5_Error,SN112EK52.5_Error,SN112EK57.5_Error,SN112EK62.5_Error,SN112EK67.5_Error,SN112EK72.5_Error,SN112EK77.5_Error,SN112EK82.5_Error,SN112EK87.5_Error,SN124EK42.5_Error,SN124EK47.5_Error,SN124EK52.5_Error,SN124EK57.5_Error,SN124EK62.5_Error,SN124EK67.5_Error,SN124EK72.5_Error,SN124EK77.5_Error,SN124EK82.5_Error,SN124EK87.5_Error,DREK12.5_Error,DREK17.5_Error,DREK22.5_Error,DREK27.5_Error,DREK32.5_Error,DREK37.5_Error,DREK42.5_Error,DREK47.5_Error,DREK52.5_Error,DREK60.0_Error,DREK70.0_Error,DREK80.0_Error,DREK87.5_Error
30.335,115.5,0.62,1.044999534,0.983645,0.955245,0.930963,0.909817,0.891806,0.875916,0.862147,0.850953,0.842334,0.833427,1.27088,1.26232,1.25959,1.25995,1.26339,1.26897,1.27669,1.28514,1.29431,1.3062,1.16722,1.17833,1.19408,1.21444,1.23939,1.26548,1.29268,1.32206,1.35361,1.40122,1.46516,1.52361,1.56756,0.00173225,0.00188725,0.00206175,0.0022635,0.0024925,0.0027555,0.0030525,0.00340225,0.00380475,0.00426,0.00213725,0.002381,0.002663,0.0029895,0.0033605,0.0037895,0.0042765,0.0048465,0.0054995,0.00626675,0.00166331,0.00172954,0.00190139,0.00213157,0.00242007,0.00276249,0.00315882,0.00362372,0.00415718,0.00512932,0.00676876,0.00893146,0.011014
28.893,119.1,0.988,0.735000253,0.893324,0.850249,0.813204,0.777651,0.743587,0.713735,0.688094,0.662889,0.638122,0.615241,1.16409,1.12337,1.08557,1.05027,1.01746,0.984557,0.951559,0.918478,0.885315,0.857534,1.1672,1.19021,1.21495,1.23837,1.26048,1.28235,1.30399,1.32167,1.3354,1.36004,1.38126,1.38652,1.39411,0.001372,0.0014425,0.0015215,0.00160475,0.00169225,0.0017925,0.0019055,0.00202525,0.00215175,0.002292,0.001667,0.00177,0.00188,0.001998,0.002124,0.00225525,0.00239175,0.00253375,0.00268125,0.00285525,0.00147622,0.00156739,0.00174143,0.00194738,0.00218523,0.00245292,0.00275044,0.00307164,0.00341653,0.00402487,0.00494414,0.00601287,0.00698649
30.129,83.1,0.748,0.645000084,0.956119,0.912382,0.87198,0.835878,0.804079,0.774989,0.74861,0.723229,0.698846,0.677756,1.26425,1.22461,1.18471,1.15009,1.12073,1.09182,1.06335,1.03554,1.00839,0.981991,1.18697,1.20731,1.22952,1.2527,1.27684,1.30032,1.32312,1.34275,1.35922,1.38538,1.41492,1.43767,1.44889,0.00159125,0.001687,0.001789,0.001904,0.002032,0.00217225,0.00232475,0.0024915,0.0026725,0.00288225,0.001971,0.00211525,0.00226575,0.00243475,0.00262225,0.002823,0.003037,0.00327,0.003522,0.003793,0.00160591,0.00169184,0.00187416,0.00210135,0.00237342,0.00268309,0.00303038,0.00341171,0.00382708,0.0045571,0.00570072,0.00710469,0.00834172
31.777,92.1,0.828,1.035000114,1.01234,0.985333,0.96149,0.941373,0.924983,0.907882,0.890072,0.877653,0.870626,0.864797,1.33774,1.33056,1.32889,1.32715,1.32533,1.33002,1.34121,1.34669,1.34646,1.34966,1.17491,1.19261,1.21443,1.23973,1.26851,1.29594,1.32202,1.35094,1.38271,1.42161,1.48654,1.54056,1.56074,0.00171425,0.00187,0.002042,0.00223675,0.00245425,0.00269,0.002944,0.00324775,0.00360125,0.00400275,0.00214975,0.00239575,0.00267525,0.00298425,0.00332275,0.0037235,0.0041865,0.00468525,0.00521975,0.0058395,0.00154936,0.00163473,0.00182285,0.00206668,0.00236623,0.00270941,0.00309621,0.00354575,0.00405802,0.00493282,0.00643339,0.00828926,0.00989812
35.485,57.9,0.916,1.084999917,1.09995,1.07566,1.05306,1.03345,1.01682,1.0037,0.994088,0.981833,0.966931,0.956302,1.47387,1.48086,1.48957,1.49826,1.50692,1.5175,1.53001,1.54223,1.55416,1.56691,1.17958,1.1961,1.21843,1.24398,1.27275,1.30495,1.34057,1.3773,1.41512,1.46627,1.5257,1.58946,1.63863,0.00180525,0.0019865,0.0021835,0.00240325,0.00264575,0.00292475,0.00324025,0.00357575,0.00393125,0.0043505,0.00230925,0.00261,0.002946,0.00332,0.003732,0.0042025,0.0047315,0.00532725,0.00598975,0.0067455,0.00147506,0.00155976,0.00174608,0.00198726,0.0022833,0.00263798,0.00305132,0.00352754,0.00406665,0.00500321,0.00650779,0.00846566,0.0102767
26.421,54.3,0.788,0.784999998,0.978739,0.939434,0.902539,0.870067,0.84202,0.81526,0.789786,0.76862,0.751763,0.733198,1.28854,1.25794,1.22844,1.2021,1.17891,1.15711,1.13672,1.11838,1.1021,1.08347,1.18666,1.20227,1.22238,1.2451,1.27042,1.29448,1.31726,1.33969,1.36178,1.39131,1.42977,1.46072,1.47799,0.00165525,0.00177625,0.00190475,0.00205,0.002212,0.0023905,0.0025855,0.00281,0.003064,0.003337,0.0020525,0.002235,0.002431,0.00264825,0.00288675,0.00315125,0.00344175,0.0037635,0.0041165,0.004499,0.00157324,0.00165785,0.00184464,0.00208265,0.00237189,0.00270195,0.00307282,0.00349044,0.00395481,0.00475916,0.0060703,0.00768447,0.00913155
29.717,32.7,0.708,0.634999908,1.04298,0.998871,0.956263,0.916092,0.878359,0.843323,0.810982,0.781669,0.755383,0.729026,1.37883,1.34638,1.31373,1.27917,1.24268,1.20612,1.16947,1.13735,1.10976,1.07884,1.18834,1.20439,1.22522,1.24777,1.27204,1.29707,1.32286,1.34873,1.37469,1.40614,1.43647,1.46244,1.48002,0.00173875,0.00185875,0.00198425,0.00212025,0.00226675,0.002427,0.002601,0.0027975,0.0030165,0.00324925,0.002167,0.002357,0.002557,0.00276725,0.00298775,0.00322075,0.00346625,0.00374125,0.00404575,0.00436325,0.00158059,0.00166113,0.00184234,0.0020718,0.00234949,0.00267342,0.0030436,0.00346154,0.00392725,0.00472746,0.0059784,0.00753397,0.00893714
34.867,61.5,0.628,0.794999967,1.10063,1.07335,1.04852,1.0241,1.0001,0.980454,0.96517,0.947649,0.92789,0.912034,1.45198,1.45294,1.45591,1.45964,1.46413,1.46897,1.47417,1.47923,1.48414,1.48845,1.17741,1.19193,1.2115,1.23327,1.25723,1.28611,1.31991,1.35426,1.38916,1.44532,1.51315,1.58082,1.63227,0.0018785,0.0020575,0.0022565,0.002478,0.002722,0.0030065,0.0033315,0.0036845,0.0040655,0.0045165,0.00236975,0.00266375,0.00299525,0.00337425,0.00380075,0.0042865,0.0048315,0.00544925,0.00613975,0.0069265,0.00159775,0.00167529,0.00185345,0.00208477,0.00236923,0.00271669,0.00312715,0.00360434,0.00414823,0.00515747,0.00682307,0.00902998,0.0111152
29.099,90.3,0.636,0.885000359,0.993097,0.962398,0.935508,0.91128,0.889714,0.869999,0.852136,0.839062,0.830774,0.820539,1.29573,1.28367,1.27576,1.268,1.2604,1.2556,1.25361,1.25428,1.25763,1.2637,1.17241,1.18458,1.20167,1.22349,1.25006,1.27739,1.30546,1.33445,1.36435,1.4045,1.45761,1.50447,1.54047,0.00174475,0.00189675,0.00206825,0.00226175,0.00247725,0.002723,0.002999,0.00332925,0.00371375,0.0041385,0.00216925,0.0024075,0.0026765,0.00297925,0.00331575,0.00370325,0.00414175,0.0046575,0.0052505,0.0059405,0.00165355,0.00172481,0.00190221,0.00213818,0.00243271,0.00277989,0.00317973,0.00364368,0.00417174,0.00510723,0.00667395,0.00870514,0.0106484
33.219,108.3,0.772,0.724999978,0.956354,0.92135,0.890873,0.860411,0.829965,0.805773,0.787837,0.769456,0.750632,0.735227,1.2713,1.2443,1.2217,1.20059,1.18099,1.16168,1.14266,1.12438,1.10684,1.09205,1.1781,1.19934,1.22369,1.25142,1.28252,1.30871,1.32998,1.35103,1.37188,1.4099,1.44618,1.46815,1.48542,0.00161275,0.00172975,0.00185925,0.00199575,0.00213925,0.00230975,0.00250725,0.0027205,0.0029495,0.00321875,0.00201525,0.0021925,0.0023895,0.002605,0.002839,0.00309375,0.00336925,0.003674,0.004008,0.00438625,0.00159408,0.0016845,0.00187421,0.00211569,0.00240894,0.00273363,0.00308974,0.00349064,0.00393631,0.00474327,0.00597919,0.00747564,0.00883957
27.245,48.9,0.956,0.744999875,0.975936,0.919364,0.866417,0.817485,0.77257,0.729435,0.68808,0.650834,0.617698,0.586692,1.29326,1.23653,1.17867,1.12317,1.07003,1.01645,0.96243,0.912074,0.865378,0.822492,1.20316,1.2205,1.24091,1.26113,1.28116,1.30286,1.32623,1.34565,1.36111,1.37995,1.39632,1.40117,1.40201,0.0015565,0.001634,0.001714,0.00179875,0.00188825,0.00197875,0.00207025,0.00217675,0.00229825,0.00242825,0.00192775,0.0020435,0.0021565,0.00227375,0.00239525,0.00251175,0.00262325,0.00274625,0.00288075,0.00302825,0.0015124,0.00160227,0.00178456,0.00200635,0.00226761,0.00256912,0.00291088,0.00328319,0.00368605,0.0043712,0.0054216,0.00667743,0.00779843
35.897,65.1,0.74,0.775000018,1.07392,1.04393,1.01656,0.989526,0.962825,0.938231,0.915744,0.894589,0.874769,0.857622,1.43712,1.42915,1.42216,1.41728,1.41451,1.40929,1.40163,1.39089,1.37706,1.36816,1.18194,1.19963,1.22355,1.24959,1.27776,1.30753,1.33891,1.3696,1.3996,1.45146,1.51685,1.56482,1.59558,0.00181925,0.001983,0.002163,0.002356,0.002562,0.00279325,0.00304975,0.003333,0.003643,0.0040005,0.0023115,0.0025755,0.0028665,0.0031945,0.0035595,0.00395625,0.00438475,0.0048515,0.0053565,0.00594625,0.00156083,0.00164763,0.00183921,0.00208442,0.00238327,0.0027346,0.00313841,0.00359838,0.00411452,0.00505785,0.00659095,0.00847501,0.0101951
35.279,74.1,0.724,0.655000038,1.04023,1.00123,0.964158,0.931051,0.901914,0.873386,0.845468,0.820295,0.797868,0.775029,1.39168,1.37099,1.34935,1.32595,1.3008,1.27668,1.25359,1.23115,1.20934,1.18524,1.18568,1.20479,1.22819,1.25246,1.27759,1.30638,1.33881,1.37014,1.40038,1.43363,1.47275,1.5086,1.52955,0.00175025,0.0018795,0.0020165,0.00216875,0.00233625,0.0025175,0.0027125,0.00292975,0.00316925,0.00343125,0.0022085,0.00242275,0.00265225,0.002895,0.003151,0.0034305,0.0037335,0.004068,0.004434,0.0048205,0.00158918,0.0016763,0.0018652,0.00210112,0.00238406,0.00272002,0.00310899,0.00354716,0.00403453,0.00484703,0.00614708,0.00776983,0.00922241
34.249,104.7,0.812,1.00499978,1.01263,0.986166,0.963744,0.942858,0.92351,0.90828,0.897169,0.888313,0.881711,0.872734,1.34606,1.33997,1.33827,1.33821,1.33977,1.34444,1.35224,1.35806,1.36189,1.36573,1.17381,1.19206,1.21559,1.24217,1.27182,1.30106,1.32992,1.35927,1.38914,1.43551,1.49397,1.53679,1.56514,0.0017235,0.00188125,0.00205575,0.002249,0.002461,0.0027045,0.0029795,0.0032975,0.0036585,0.00404825,0.00217125,0.00242075,0.00270225,0.003018,0.003368,0.00377175,0.00422925,0.004737,0.005295,0.005925,0.00155669,0.00164344,0.00183563,0.00208209,0.00238283,0.0027318,0.003129,0.00358217,0.00409132,0.00500189,0.00647835,0.0082945,0.0099594
28.687,113.7,0.836,0.924999856,0.918773,0.887821,0.862103,0.840172,0.822028,0.804911,0.788821,0.776059,0.766625,0.755581,1.20186,1.18047,1.16392,1.1498,1.1381,1.12859,1.12126,1.11707,1.11604,1.1128,1.17008,1.18949,1.2118,1.23611,1.26243,1.28665,1.30877,1.33007,1.35055,1.37678,1.41207,1.44775,1.47299,0.001546,0.0016675,0.0018045,0.0019595,0.0021325,0.0023235,0.0025325,0.0027755,0.0030525,0.00335575,0.00190325,0.00208225,0.00228275,0.00250775,0.00275725,0.003039,0.003353,0.003716,0.004128,0.00457775,0.00156896,0.00165452,0.00183913,0.00207312,0.0023565,0.00267725,0.00303538,0.003438,0.00388511,0.00465336,0.00589982,0.00748285,0.00893513
27.451,99.3,0.804,0.805,0.910763,0.874111,0.842871,0.816473,0.794917,0.775205,0.757338,0.739644,0.722121,0.708471,1.19223,1.16354,1.13759,1.11537,1.09686,1.08011,1.0651,1.04897,1.03172,1.01802,1.17603,1.19609,1.21951,1.24158,1.2623,1.28507,1.30991,1.33161,1.35018,1.37324,1.40007,1.42366,1.43698,0.0015355,0.00164375,0.00176525,0.0019035,0.0020585,0.002233,0.002427,0.00264025,0.00287275,0.00314375,0.00188675,0.00204725,0.00222175,0.00241925,0.00263975,0.00288425,0.00315275,0.00344625,0.00376475,0.0041285,0.00158798,0.00167566,0.00186276,0.00209193,0.00236316,0.00267984,0.00304197,0.00344182,0.0038794,0.00462662,0.00581799,0.00731384,0.00864988
33.837,36.3,0.868,0.764999889,1.0861,1.0482,1.01214,0.976858,0.942355,0.90838,0.874935,0.842208,0.8102,0.782814,1.45938,1.4372,1.41304,1.38729,1.35995,1.33158,1.30218,1.27095,1.23791,1.20365,1.19046,1.20829,1.23043,1.25619,1.28555,1.31499,1.34449,1.37175,1.39676,1.43227,1.47773,1.51904,1.53758,0.001768,0.00191075,0.00206225,0.002223,0.002393,0.0025715,0.0027585,0.00295875,0.00317225,0.00341825,0.00224375,0.00246925,0.00270975,0.002964,0.003232,0.003515,0.003813,0.004128,0.00446,0.004811,0.00149601,0.00158544,0.001771,0.00200992,0.00230218,0.00263958,0.00302212,0.00344957,0.00392195,0.00474526,0.0060635,0.00770556,0.00912415
32.807,117.3,0.668,0.825000153,0.960685,0.929625,0.902121,0.878224,0.857937,0.839758,0.823686,0.809112,0.796033,0.785657,1.26558,1.2502,1.23793,1.22717,1.21792,1.21067,1.20542,1.2013,1.19832,1.19791,1.1721,1.18911,1.21244,1.23738,1.26394,1.29085,1.31811,1.34545,1.37287,1.40885,1.45288,1.49529,1.52485,0.00169025,0.001828,0.00198,0.00215525,0.00235375,0.00257825,0.00282875,0.003117,0.003443,0.0038185,0.002105,0.00232225,0.00256475,0.002837,0.003139,0.0034835,0.0038705,0.00431175,0.00480725,0.00538375,0.00166202,0.00174118,0.00193054,0.00217195,0.00246541,0.00280912,0.00320308,0.0036523,0.0041568,0.00504203,0.00648949,0.00836735,0.010109
30.541,47.1,0.796,0.955000011,1.06639,1.03766,1.01262,0.988706,0.965923,0.94695,0.931787,0.917212,0.903225,0.888885,1.4125,1.40802,1.40725,1.40688,1.4069,1.40504,1.4013,1.40148,1.4056,1.41014,1.18002,1.19505,1.21616,1.23949,1.26503,1.29363,1.32528,1.35751,1.39032,1.44033,1.49406,1.54242,1.58681,0.001792,0.00196025,0.00214675,0.0023505,0.0025715,0.002825,0.003111,0.00343175,0.00378725,0.00417775,0.00227475,0.00254675,0.00285225,0.0031945,0.0035735,0.00398875,0.00444025,0.004962,0.005554,0.0062345,0.00153274,0.00161601,0.00180334,0.00204427,0.00233881,0.00268922,0.00309549,0.00356242,0.00409001,0.00503577,0.00653008,0.00843803,0.0102645
32.189,84.9,0.932,0.835000291,0.995785,0.958093,0.924415,0.893143,0.864275,0.838154,0.814777,0.79166,0.768803,0.746787,1.32468,1.29902,1.27789,1.25562,1.23222,1.20951,1.18749,1.16446,1.14043,1.11673,1.18852,1.20822,1.23244,1.25702,1.28196,1.30663,1.33105,1.35654,1.3831,1.41628,1.45056,1.47742,1.49563,0.00163075,0.001752,0.001884,0.002028,0.002184,0.00235525,0.00254175,0.0027455,0.0029665,0.00320675,0.00204125,0.00223,0.002438,0.002661,0.002899,0.00315475,0.00342825,0.00372425,0.00404275,0.00439,0.00151777,0.00161049,0.00180176,0.00203854,0.00232086,0.00264304,0.0030051,0.00341571,0.00387485,0.00466104,0.00588025,0.00737695,0.0087308
32.601,34.5,0.948,0.965000009,1.09462,1.06375,1.03432,1.00573,0.977984,0.952835,0.930285,0.908338,0.886993,0.867714,1.46065,1.45306,1.44753,1.43947,1.42887,1.4197,1.41194,1.40257,1.39158,1.37972,1.18784,1.20364,1.22371,1.24792,1.27627,1.30532,1.33505,1.36668,1.40022,1.44678,1.50436,1.55693,1.59031,0.001779,0.00194275,0.00211825,0.002307,0.002509,0.00273475,0.00298425,0.003257,0.003553,0.0038865,0.0022535,0.002518,0.002812,0.00312775,0.00346525,0.00384125,0.00425575,0.0047115,0.0052085,0.005751,0.00146867,0.00155384,0.00173641,0.00197448,0.00226806,0.00261054,0.00300192,0.00345359,0.00396553,0.00485784,0.00629849,0.00811763,0.00975208
33.425,106.5,0.892,0.684999897,0.976449,0.93286,0.892331,0.855684,0.822918,0.792691,0.765001,0.739283,0.715539,0.691747,1.29326,1.25859,1.22585,1.1914,1.15523,1.12247,1.09311,1.06187,1.02875,0.996137,1.18384,1.20432,1.22706,1.25091,1.27588,1.30069,1.32534,1.34997,1.3746,1.39842,1.42281,1.43707,1.44012,0.00154,0.001627,0.001719,0.0018205,0.0019315,0.0020525,0.0021835,0.00232825,0.00248675,0.00265425,0.00190825,0.002047,0.002195,0.0023465,0.0025015,0.00267175,0.00285725,0.0030465,0.0032395,0.00344575,0.00152873,0.00161739,0.00179422,0.00201024,0.00226544,0.00255341,0.00287415,0.00323274,0.00362919,0.00427432,0.00527185,0.00644644,0.00746019
25.803,45.3,0.82,0.66500009,0.96154,0.90709,0.855365,0.809034,0.768097,0.729528,0.693325,0.659993,0.62953,0.600347,1.26265,1.20932,1.15833,1.10654,1.05396,1.00435,0.957731,0.914714,0.875304,0.837836,1.19915,1.21598,1.2357,1.25551,1.27542,1.29492,1.31401,1.33409,1.35514,1.37012,1.37922,1.38834,1.3958,0.00156225,0.00163925,0.00171775,0.00180625,0.00190475,0.0020075,0.0021145,0.00223325,0.00236375,0.002506,0.0019185,0.00203675,0.00216025,0.002281,0.002399,0.00252425,0.00265675,0.00280175,0.00295925,0.00313075,0.00156087,0.00164604,0.00182556,0.00204639,0.00230852,0.00260565,0.00293777,0.00331349,0.00373282,0.00440617,0.00543518,0.00670119,0.0078516
29.923,77.7,0.94,0.625000083,1.01788,0.95503,0.894595,0.838108,0.78557,0.735579,0.688137,0.644446,0.604505,0.567963,1.33811,1.26851,1.19497,1.12898,1.07054,1.00563,0.93426,0.870479,0.814287,0.764954,1.20309,1.22108,1.23856,1.25735,1.27745,1.29683,1.3155,1.3286,1.33615,1.35567,1.36192,1.34871,1.34701,0.001804,0.0018585,0.0019135,0.00196975,0.00202725,0.00208475,0.00214225,0.002206,0.002276,0.00235325,0.006264,0.00648925,0.00668175,0.00689975,0.00714325,0.0073285,0.0074555,0.00760325,0.00777175,0.00799175,0.00385201,0.00403879,0.00441147,0.00485582,0.00537186,0.00595744,0.00661257,0.00730483,0.00803423,0.00933115,0.0112061,0.0133012,0.0152031
26.833,75.9,0.756,1.025000455,0.99508,0.966113,0.94071,0.918474,0.899405,0.8834,0.870459,0.856826,0.842501,0.831109,1.29794,1.28535,1.27528,1.2698,1.2689,1.26929,1.27096,1.27741,1.28867,1.29743,1.174,1.18734,1.20462,1.22622,1.25213,1.27839,1.30501,1.33093,1.35617,1.39711,1.44872,1.51071,1.56127,0.0017075,0.00185925,0.00202775,0.002218,0.00243,0.0026735,0.0029485,0.003252,0.003584,0.00397025,0.0021165,0.002347,0.002603,0.0029,0.003238,0.0036215,0.0040505,0.004552,0.005126,0.00577825,0.00158331,0.00165991,0.00184034,0.00207689,0.00236958,0.0027106,0.00309996,0.00354233,0.0040377,0.00493378,0.00639704,0.00835915,0.0102139
